,time,Global_Temp
734,1941-03-15,0.11515982
735,1941-04-15,-0.013952132
736,1941-05-15,0.25258094
737,1941-06-15,0.13216528
738,1941-07-15,0.24372815
739,1941-08-15,0.13382794
740,1941-09-15,-0.07042747
741,1941-10-15,0.3944807
742,1941-11-15,0.058703434
743,1941-12-15,0.19372888
744,1942-01-15,0.89717245
745,1942-02-15,0.19387285
746,1942-03-15,-0.1952871
747,1942-04-15,0.029472623
748,1942-05-15,0.3048923
749,1942-06-15,0.13241161
750,1942-07-15,0.045651194
751,1942-08-15,0.027329927
752,1942-09-15,0.14854856
753,1942-10-15,0.29321778
754,1942-11-15,0.23438455
755,1942-12-15,0.58738273
756,1943-01-15,0.096849866
757,1943-02-15,0.53349805
758,1943-03-15,0.22509262
759,1943-04-15,0.51919377
760,1943-05-15,0.28571478
761,1943-06-15,0.14872369
762,1943-07-15,0.12575309
763,1943-08-15,0.08993283
764,1943-09-15,0.16839847
765,1943-10-15,0.4293751
766,1943-11-15,0.43960696
767,1943-12-15,0.3165957
768,1944-01-15,0.54531974
769,1944-02-15,0.41051352
770,1944-03-15,0.35915923
771,1944-04-15,0.30040354
772,1944-05-15,0.23851976
773,1944-06-15,0.14047933
774,1944-07-15,0.13922143
775,1944-08-15,0.17166482
776,1944-09-15,0.2978223
777,1944-10-15,0.3719431
778,1944-11-15,0.25794712
779,1944-12-15,0.3216106
780,1945-01-15,0.28365618
781,1945-02-15,0.21457459
782,1945-03-15,0.14317414
783,1945-04-15,0.2820342
784,1945-05-15,0.1175068
785,1945-06-15,0.036371123
786,1945-07-15,0.05511805
787,1945-08-15,0.26081604
788,1945-09-15,0.18002559
789,1945-10-15,0.31440222
790,1945-11-15,0.04805386
791,1945-12-15,0.031435415
792,1946-01-15,0.24002822
793,1946-02-15,-0.2633924
794,1946-03-15,0.14606306
795,1946-04-15,0.08954522
796,1946-05-15,0.010305722
797,1946-06-15,-0.06633922
798,1946-07-15,-0.058781262
799,1946-08-15,-0.20433126
800,1946-09-15,-0.06014976
801,1946-10-15,-0.061171107
802,1946-11-15,0.047861304
803,1946-12-15,-0.15525775
804,1947-01-15,0.35232875
805,1947-02-15,0.13304158
806,1947-03-15,0.2431885
807,1947-04-15,0.089776106
808,1947-05-15,0.091088474
809,1947-06-15,0.02661904
810,1947-07-15,-0.01298364
811,1947-08-15,-0.031795707
812,1947-09-15,-0.04397577
813,1947-10-15,0.55421805
814,1947-11-15,0.40679833
815,1947-12-15,0.0024981427
816,1948-01-15,0.059510477
817,1948-02-15,-0.26339567
818,1948-03-15,-0.12349609
819,1948-04-15,-0.19096047
820,1948-05-15,0.10887127
821,1948-06-15,0.045462552
822,1948-07-15,-0.07547791
823,1948-08-15,-0.08919825
824,1948-09-15,-0.012441927
825,1948-10-15,0.2745764
826,1948-11-15,0.013382154
827,1948-12-15,-0.69119376
828,1949-01-15,-0.10639641
829,1949-02-15,-0.04494589
830,1949-03-15,0.40233904
831,1949-04-15,-0.18049495
832,1949-05-15,-0.13465147
833,1949-06-15,-0.30337167
834,1949-07-15,-0.1646577
835,1949-08-15,-0.108837195
836,1949-09-15,-0.097657986
837,1949-10-15,-0.039943036
838,1949-11-15,0.015982334
839,1949-12-15,0.13958976
840,1950-01-15,-0.06858722
841,1950-02-15,-0.21241868
842,1950-03-15,0.16364846
843,1950-04-15,-0.08704862
844,1950-05-15,-0.097058356
845,1950-06-15,-0.029011618
846,1950-07-15,0.0034068695
847,1950-08-15,-0.14463206
848,1950-09-15,-0.0440575
849,1950-10-15,-0.15214624
850,1950-11-15,-0.1455976
851,1950-12-15,-0.19767058
852,1951-01-15,-0.55491465
853,1951-02-15,-0.38424993
854,1951-03-15,-0.03797523
855,1951-04-15,0.051701915
856,1951-05-15,0.1301115
857,1951-06-15,-0.0047134077
858,1951-07-15,-0.119307086
859,1951-08-15,0.052905302
860,1951-09-15,0.12307783
861,1951-10-15,0.18146974
862,1951-11-15,-0.02304142
863,1951-12-15,0.11628106
864,1952-01-15,0.058604077
865,1952-02-15,0.26729447
866,1952-03-15,-0.108642474
867,1952-04-15,0.08286743
868,1952-05-15,0.1733428
869,1952-06-15,0.032490287
870,1952-07-15,0.08259707
871,1952-08-15,0.07835838
872,1952-09-15,0.15370362
873,1952-10-15,0.03051685
874,1952-11-15,0.095353596
875,1952-12-15,0.19637556
876,1953-01-15,0.13659723
877,1953-02-15,0.30516234
878,1953-03-15,0.03618038
879,1953-04-15,0.5708012
880,1953-05-15,0.2410479
881,1953-06-15,0.24331543
882,1953-07-15,0.10932346
883,1953-08-15,0.09300799
884,1953-09-15,0.11656997
885,1953-10-15,0.22923619
886,1953-11-15,0.3717093
